id_regions	code_country	date	hour_band	call_out_activity
1	966	2013-12-01/03:50:00	3	0.0518
1	966	2013-12-01/06:00:00	6	0.2070
1	972	2013-12-01/11:30:00	11	1.0335
1	972	2013-12-01/15:10:00	15	0.6950
1	972	2013-12-01/16:30:00	16	0.0214
1	994	2013-12-01/11:30:00	11	0.0518
1	994	2013-12-01/13:20:00	13	0.0518
1	1829	2013-12-01/07:40:00	7	0.8791
1	1829	2013-12-01/17:50:00	17	0.1141
1	18092	2013-12-01/14:10:00	14	0.2110
1	18093	2013-12-01/16:10:00	16	0.8791
1	18096	2013-12-01/10:20:00	10	0.4320
1	18099	2013-12-01/07:50:00	7	2.3960
1	18099	2013-12-01/14:10:00	14	0.2110
2	0	2013-11-30/18:00:00	18	9.8354
2	0	2013-11-30/19:10:00	19	12.6241
2	0	2013-11-30/20:20:00	20	11.1010
2	0	2013-11-30/21:00:00	21	6.8160
2	0	2013-11-30/22:00:00	22	4.6109
2	0	2013-11-30/23:20:00	23	0.4149
2	0	2013-12-01/01:30:00	1	6.6217
2	0	2013-12-01/02:00:00	2	22.2519
2	0	2013-12-01/03:00:00	3	48.6935
2	0	2013-12-01/04:00:00	4	57.1212
2	0	2013-12-01/05:00:00	5	83.6185
2	0	2013-12-01/06:00:00	6	34.0385
2	0	2013-12-01/07:00:00	7	56.9053
2	0	2013-12-01/08:00:00	8	47.3814
2	0	2013-12-01/09:00:00	9	51.0228
2	0	2013-12-01/10:00:00	10	41.3948
2	0	2013-12-01/11:00:00	11	30.6376
2	0	2013-12-01/12:00:00	12	16.6317
2	0	2013-12-01/13:00:00	13	29.9764
2	0	2013-12-01/14:00:00	14	36.0933
2	0	2013-12-01/15:00:00	15	20.4128
2	0	2013-12-01/16:00:00	16	8.9680
2	0	2013-12-01/17:00:00	17	5.5351
2	1	2013-12-01/10:50:00	10	0.8077
2	1	2013-12-01/12:00:00	12	0.0435
2	1	2013-12-01/14:50:00	14	0.6990
2	1	2013-12-01/17:30:00	17	1.9961
2	7	2013-12-01/02:40:00	2	0.0229
2	7	2013-12-01/03:40:00	3	1.0927
2	7	2013-12-01/05:50:00	5	0.3798
2	7	2013-12-01/06:00:00	6	0.3644
2	7	2013-12-01/07:00:00	7	0.3692
2	7	2013-12-01/08:20:00	8	1.1324
2	7	2013-12-01/09:10:00	9	0.9910
2	7	2013-12-01/10:10:00	10	0.7288
2	7	2013-12-01/11:00:00	11	1.2302
2	7	2013-12-01/12:00:00	12	1.5854
2	7	2013-12-01/13:20:00	13	0.0134
2	7	2013-12-01/14:00:00	14	0.3718
2	20	2013-12-01/02:20:00	2	0.1690
2	20	2013-12-01/04:00:00	4	0.9285
2	20	2013-12-01/06:50:00	6	0.2457
2	20	2013-12-01/09:10:00	9	0.2457
2	20	2013-12-01/10:40:00	10	0.2457
2	20	2013-12-01/11:00:00	11	0.3134
2	20	2013-12-01/12:00:00	12	0.2112
2	20	2013-12-01/13:50:00	13	0.2457
2	20	2013-12-01/15:20:00	15	0.4878
2	20	2013-12-01/16:20:00	16	0.0669
2	27	2013-12-01/03:00:00	3	0.3718
2	27	2013-12-01/13:00:00	13	0.3718
2	27	2013-12-01/14:50:00	14	0.3718
2	30	2013-12-01/03:30:00	3	0.0114
2	30	2013-12-01/04:30:00	4	2.1742
2	30	2013-12-01/07:30:00	7	8.6974
2	30	2013-12-01/08:00:00	8	0.6620
2	30	2013-12-01/10:00:00	10	4.3484
2	30	2013-12-01/12:50:00	12	0.0052
2	30	2013-12-01/13:40:00	13	0.1784
2	31	2013-12-01/08:10:00	8	0.9672
2	31	2013-12-01/11:20:00	11	1.2841
2	31	2013-12-01/13:20:00	13	0.5432
2	31	2013-12-01/14:40:00	14	1.7428
2	31	2013-12-01/16:00:00	16	0.5432
2	32	2013-12-01/02:50:00	2	0.3669
2	32	2013-12-01/03:50:00	3	0.3669
2	32	2013-12-01/05:30:00	5	0.3644
2	32	2013-12-01/07:20:00	7	2.3269
2	32	2013-12-01/11:10:00	11	1.1206
2	32	2013-12-01/13:20:00	13	1.5955
2	33	2013-12-01/03:50:00	3	0.0005
2	33	2013-12-01/04:10:00	4	0.3949
2	33	2013-12-01/05:20:00	5	1.3405
2	33	2013-12-01/06:40:00	6	1.3470
2	33	2013-12-01/07:10:00	7	0.5830
2	33	2013-12-01/08:20:00	8	2.1169
2	33	2013-12-01/09:10:00	9	1.1897
2	33	2013-12-01/10:20:00	10	1.3182
2	33	2013-12-01/11:10:00	11	3.6619
2	33	2013-12-01/12:00:00	12	4.4866
2	33	2013-12-01/13:00:00	13	2.4766
2	33	2013-12-01/14:00:00	14	0.7873
2	33	2013-12-01/15:20:00	15	0.0294
2	33	2013-12-01/16:00:00	16	1.6861
2	34	2013-12-01/04:10:00	4	0.0228
2	34	2013-12-01/05:40:00	5	0.3054
2	34	2013-12-01/06:30:00	6	1.5162
2	34	2013-12-01/07:30:00	7	2.5800
2	34	2013-12-01/08:20:00	8	4.4375
2	34	2013-12-01/09:00:00	9	0.3054
2	34	2013-12-01/10:20:00	10	3.3738
2	34	2013-12-01/11:00:00	11	1.4572
2	34	2013-12-01/12:00:00	12	1.9063
2	34	2013-12-01/13:00:00	13	3.2129
2	34	2013-12-01/14:10:00	14	2.3076
2	34	2013-12-01/15:00:00	15	2.6176
2	34	2013-12-01/17:00:00	17	0.6737
2	36	2013-12-01/02:40:00	2	0.6884
2	36	2013-12-01/05:00:00	5	0.0208
2	36	2013-12-01/08:20:00	8	0.6467
2	36	2013-12-01/11:30:00	11	0.4940
2	36	2013-12-01/12:00:00	12	0.3033
2	36	2013-12-01/13:40:00	13	0.2899
2	36	2013-12-01/14:00:00	14	0.1278
2	36	2013-12-01/15:30:00	15	1.5177
2	39	2013-11-30/18:00:00	18	378.3174
2	39	2013-11-30/19:00:00	19	248.8087
2	39	2013-11-30/20:00:00	20	174.6717
2	39	2013-11-30/21:00:00	21	136.1559
2	39	2013-11-30/22:00:00	22	85.4768
2	39	2013-11-30/23:00:00	23	91.1726
2	39	2013-12-01/01:00:00	1	466.4632
2	39	2013-12-01/02:00:00	2	1796.9216
2	39	2013-12-01/03:00:00	3	3667.5312
2	39	2013-12-01/04:00:00	4	4616.9599
2	39	2013-12-01/05:00:00	5	5490.0717
2	39	2013-12-01/06:00:00	6	4474.7898
2	39	2013-12-01/07:00:00	7	3631.9906
2	39	2013-12-01/08:00:00	8	3511.3301
2	39	2013-12-01/09:00:00	9	3421.3452
2	39	2013-12-01/10:00:00	10	4016.4905
2	39	2013-12-01/11:00:00	11	4300.8706
2	39	2013-12-01/12:00:00	12	3837.8555
2	39	2013-12-01/13:00:00	13	3353.6148
2	39	2013-12-01/14:00:00	14	2588.9849
2	39	2013-12-01/15:00:00	15	1440.7268
2	39	2013-12-01/16:00:00	16	661.2912
2	39	2013-12-01/17:00:00	17	295.8670
2	40	2013-11-30/18:00:00	18	3.5834
2	40	2013-11-30/19:20:00	19	4.1854
2	40	2013-11-30/23:30:00	23	1.3416
2	40	2013-12-01/01:00:00	1	16.7780
2	40	2013-12-01/02:00:00	2	30.1071
2	40	2013-12-01/03:00:00	3	57.6627
2	40	2013-12-01/04:00:00	4	46.0213
2	40	2013-12-01/05:00:00	5	68.0260
2	40	2013-12-01/06:00:00	6	75.1593
2	40	2013-12-01/07:00:00	7	50.6921
2	40	2013-12-01/08:00:00	8	44.4869
2	40	2013-12-01/09:00:00	9	47.6324
2	40	2013-12-01/10:00:00	10	31.4960
2	40	2013-12-01/11:00:00	11	56.8706
2	40	2013-12-01/12:00:00	12	49.7017
2	40	2013-12-01/13:00:00	13	55.5593
2	40	2013-12-01/14:00:00	14	34.6410
2	40	2013-12-01/15:00:00	15	8.4879
2	40	2013-12-01/16:00:00	16	11.2044
2	40	2013-12-01/17:00:00	17	2.3730
2	41	2013-12-01/01:50:00	1	0.5146
2	41	2013-12-01/02:00:00	2	2.1481
2	41	2013-12-01/03:30:00	3	5.6671
2	41	2013-12-01/04:00:00	4	5.4694
2	41	2013-12-01/05:00:00	5	2.2122
2	41	2013-12-01/06:00:00	6	1.0698
2	41	2013-12-01/07:00:00	7	2.6183
2	41	2013-12-01/08:00:00	8	1.8935
2	41	2013-12-01/09:00:00	9	1.5805
2	41	2013-12-01/10:10:00	10	3.0170
2	41	2013-12-01/11:00:00	11	5.8354
2	41	2013-12-01/12:20:00	12	0.6903
2	41	2013-12-01/13:00:00	13	2.3454
2	41	2013-12-01/14:00:00	14	1.8853
2	41	2013-12-01/15:00:00	15	1.3763
2	41	2013-12-01/16:00:00	16	0.0421
2	43	2013-11-30/18:00:00	18	0.2642
2	43	2013-11-30/19:30:00	19	0.2642
2	43	2013-11-30/20:10:00	20	0.3258
2	43	2013-12-01/01:30:00	1	1.9688
2	43	2013-12-01/02:00:00	2	0.4346
2	43	2013-12-01/03:00:00	3	0.8716
2	43	2013-12-01/04:00:00	4	5.3470
2	43	2013-12-01/05:00:00	5	3.1705
2	43	2013-12-01/06:00:00	6	4.5804
2	43	2013-12-01/07:00:00	7	0.7048
2	43	2013-12-01/08:00:00	8	0.7504
2	43	2013-12-01/09:00:00	9	2.2753
2	43	2013-12-01/10:00:00	10	4.6387
2	43	2013-12-01/11:10:00	11	5.0675
2	43	2013-12-01/12:00:00	12	8.4273
2	43	2013-12-01/13:00:00	13	8.8193
2	43	2013-12-01/14:00:00	14	6.1328
2	43	2013-12-01/15:10:00	15	5.5676
2	43	2013-12-01/16:10:00	16	1.9248
2	43	2013-12-01/17:20:00	17	0.0790
2	44	2013-12-01/04:20:00	4	3.1481
2	44	2013-12-01/05:00:00	5	0.0164
2	44	2013-12-01/07:20:00	7	1.8343
2	44	2013-12-01/09:00:00	9	1.9896
2	44	2013-12-01/10:00:00	10	2.6750
2	44	2013-12-01/11:00:00	11	1.4009
2	44	2013-12-01/12:20:00	12	1.7479
2	44	2013-12-01/13:00:00	13	1.3338
2	44	2013-12-01/14:20:00	14	1.0522
2	44	2013-12-01/15:00:00	15	4.0270
2	44	2013-12-01/16:20:00	16	5.2025
2	44	2013-12-01/17:00:00	17	1.5862
2	46	2013-11-30/18:30:00	18	0.9801
2	46	2013-11-30/19:00:00	19	1.9604
2	46	2013-12-01/06:30:00	6	1.2046
2	46	2013-12-01/09:00:00	9	0.0300
2	46	2013-12-01/12:20:00	12	4.3484
2	46	2013-12-01/17:40:00	17	0.3398
2	47	2013-12-01/09:10:00	9	0.4940
2	47	2013-12-01/10:00:00	10	1.1736
2	47	2013-12-01/13:30:00	13	0.0098
2	48	2013-12-01/01:40:00	1	0.0678
2	48	2013-12-01/02:30:00	2	0.2542
2	48	2013-12-01/03:10:00	3	1.3283
2	48	2013-12-01/04:00:00	4	1.7423
2	48	2013-12-01/05:00:00	5	5.5967
2	48	2013-12-01/06:10:00	6	4.5261
2	48	2013-12-01/07:00:00	7	2.2593
2	48	2013-12-01/08:00:00	8	5.3556
2	48	2013-12-01/09:00:00	9	6.4385
2	48	2013-12-01/10:00:00	10	3.8527
2	48	2013-12-01/11:10:00	11	3.9863
2	48	2013-12-01/12:00:00	12	5.7196
2	48	2013-12-01/13:20:00	13	2.6368
2	48	2013-12-01/14:00:00	14	8.6579
2	48	2013-12-01/15:00:00	15	3.9541
2	48	2013-12-01/16:10:00	16	0.0355
2	48	2013-12-01/17:10:00	17	0.1283
2	49	2013-11-30/18:10:00	18	0.9861
2	49	2013-11-30/20:50:00	20	0.2899
2	49	2013-11-30/22:10:00	22	0.5797
2	49	2013-12-01/02:30:00	2	1.8134
2	49	2013-12-01/03:00:00	3	4.7032
2	49	2013-12-01/04:10:00	4	4.7029
2	49	2013-12-01/05:00:00	5	4.4689
2	49	2013-12-01/06:00:00	6	2.4350
2	49	2013-12-01/07:00:00	7	3.3974
2	49	2013-12-01/08:00:00	8	6.6270
2	49	2013-12-01/09:10:00	9	4.0318
2	49	2013-12-01/10:00:00	10	4.4958
2	49	2013-12-01/11:00:00	11	7.4312
2	49	2013-12-01/12:00:00	12	5.5081
2	49	2013-12-01/13:00:00	13	5.8941
2	49	2013-12-01/14:00:00	14	5.1872
2	49	2013-12-01/15:00:00	15	5.5483
2	49	2013-12-01/16:10:00	16	4.1294
2	49	2013-12-01/17:30:00	17	0.0040
2	51	2013-11-30/21:10:00	21	0.5838
2	51	2013-12-01/05:00:00	5	1.5946
2	51	2013-12-01/08:20:00	8	0.0360
2	51	2013-12-01/10:40:00	10	0.5432
2	51	2013-12-01/11:30:00	11	0.5432
2	51	2013-12-01/15:30:00	15	1.1870
2	53	2013-12-01/08:30:00	8	1.4843
2	53	2013-12-01/17:20:00	17	0.7434
2	54	2013-12-01/14:30:00	14	0.0435
2	55	2013-11-30/19:10:00	19	0.9516
2	55	2013-12-01/06:40:00	6	0.2168
2	55	2013-12-01/09:30:00	9	1.3191
2	55	2013-12-01/10:10:00	10	0.3675
2	55	2013-12-01/11:00:00	11	4.1735
2	55	2013-12-01/13:40:00	13	1.3229
2	55	2013-12-01/14:00:00	14	0.0239
2	55	2013-12-01/15:30:00	15	0.6971
2	55	2013-12-01/16:00:00	16	2.3238
2	57	2013-12-01/12:50:00	12	0.0526
2	57	2013-12-01/13:50:00	13	0.2112
2	57	2013-12-01/14:10:00	14	0.0829
2	57	2013-12-01/17:20:00	17	0.2177
2	61	2013-12-01/05:30:00	5	2.3171
2	61	2013-12-01/08:40:00	8	1.7654
2	61	2013-12-01/17:50:00	17	0.0246
2	63	2013-12-01/01:10:00	1	0.0782
2	63	2013-12-01/05:00:00	5	0.3644
2	63	2013-12-01/08:00:00	8	0.0197
2	63	2013-12-01/09:10:00	9	0.0225
2	66	2013-12-01/02:50:00	2	0.5432
2	66	2013-12-01/04:00:00	4	1.4614
2	66	2013-12-01/06:50:00	6	0.0228
2	66	2013-12-01/07:50:00	7	0.0678
2	66	2013-12-01/08:50:00	8	0.0006
2	66	2013-12-01/11:50:00	11	0.0678
2	66	2013-12-01/14:50:00	14	1.8063
2	86	2013-11-30/18:20:00	18	0.1579
2	86	2013-12-01/01:00:00	1	0.0036
2	86	2013-12-01/02:00:00	2	0.5841
2	86	2013-12-01/03:20:00	3	0.0278
2	86	2013-12-01/04:40:00	4	1.0521
2	86	2013-12-01/05:00:00	5	1.0887
2	86	2013-12-01/06:10:00	6	0.4265
2	86	2013-12-01/07:00:00	7	0.0063
2	86	2013-12-01/08:00:00	8	1.7182
2	86	2013-12-01/10:40:00	10	0.0000
2	86	2013-12-01/12:40:00	12	0.0000
2	91	2013-11-30/18:10:00	18	0.3175
2	91	2013-12-01/04:30:00	4	1.1769
2	91	2013-12-01/05:00:00	5	6.0770
2	91	2013-12-01/06:20:00	6	3.1011
2	91	2013-12-01/07:00:00	7	1.8613
2	91	2013-12-01/08:00:00	8	2.6243
2	91	2013-12-01/09:20:00	9	3.0994
2	91	2013-12-01/10:10:00	10	1.0896
2	91	2013-12-01/11:00:00	11	0.3626
2	91	2013-12-01/12:20:00	12	0.3644
2	91	2013-12-01/13:40:00	13	0.3175
2	91	2013-12-01/14:00:00	14	0.3221
2	91	2013-12-01/15:30:00	15	2.6090
2	91	2013-12-01/16:00:00	16	1.1476
2	92	2013-11-30/23:30:00	23	0.5027
2	92	2013-12-01/01:20:00	1	0.1566
2	92	2013-12-01/02:00:00	2	0.3778
2	92	2013-12-01/03:00:00	3	1.8147
2	92	2013-12-01/04:00:00	4	8.9586
2	92	2013-12-01/05:00:00	5	4.8558
2	92	2013-12-01/06:00:00	6	1.9787
2	92	2013-12-01/07:10:00	7	0.1890
2	92	2013-12-01/08:00:00	8	3.9160
2	92	2013-12-01/09:00:00	9	5.1351
2	92	2013-12-01/10:00:00	10	3.1301
2	92	2013-12-01/11:00:00	11	2.2681
2	92	2013-12-01/12:30:00	12	0.3867
2	92	2013-12-01/15:50:00	15	0.0391
2	94	2013-11-30/21:10:00	21	0.0503
2	94	2013-11-30/22:20:00	22	0.0503
2	94	2013-11-30/23:10:00	23	0.1006
2	94	2013-12-01/01:50:00	1	0.0503
2	94	2013-12-01/02:10:00	2	0.0854
2	94	2013-12-01/05:10:00	5	0.1357
2	94	2013-12-01/06:10:00	6	0.0895
2	94	2013-12-01/08:40:00	8	0.0503
2	94	2013-12-01/09:00:00	9	0.1509
2	94	2013-12-01/10:20:00	10	1.3818
2	94	2013-12-01/11:30:00	11	0.2010
2	94	2013-12-01/12:10:00	12	0.0246
2	94	2013-12-01/14:40:00	14	0.4888
2	94	2013-12-01/17:30:00	17	0.1006
2	212	2013-11-30/18:50:00	18	0.2457
2	212	2013-11-30/21:10:00	21	0.2638
2	212	2013-12-01/04:00:00	4	4.0495
2	212	2013-12-01/05:00:00	5	10.8993
2	212	2013-12-01/06:00:00	6	16.6092
2	212	2013-12-01/07:00:00	7	7.7305
2	212	2013-12-01/08:00:00	8	4.4902
2	212	2013-12-01/09:10:00	9	4.1429
2	212	2013-12-01/10:30:00	10	1.5466
2	212	2013-12-01/11:10:00	11	3.7779
2	212	2013-12-01/12:00:00	12	7.3507
2	212	2013-12-01/13:20:00	13	2.2583
2	212	2013-12-01/14:20:00	14	0.3243
2	212	2013-12-01/15:00:00	15	4.6111
2	212	2013-12-01/16:10:00	16	9.2710
2	212	2013-12-01/17:00:00	17	4.2262
2	213	2013-12-01/06:50:00	6	0.7772
2	213	2013-12-01/13:40:00	13	0.7772
2	216	2013-12-01/04:30:00	4	0.6993
2	216	2013-12-01/05:00:00	5	1.3469
2	216	2013-12-01/06:30:00	6	0.8490
2	216	2013-12-01/09:50:00	9	0.0246
2	216	2013-12-01/10:00:00	10	0.9437
2	216	2013-12-01/11:50:00	11	0.6052
2	216	2013-12-01/12:10:00	12	2.5922
2	216	2013-12-01/13:20:00	13	2.1554
2	221	2013-11-30/18:10:00	18	0.2365
2	221	2013-11-30/19:20:00	19	0.0671
2	221	2013-12-01/03:30:00	3	0.0223
2	221	2013-12-01/04:10:00	4	0.0670
2	221	2013-12-01/05:30:00	5	1.9094
2	221	2013-12-01/06:00:00	6	3.0520
2	221	2013-12-01/07:00:00	7	0.4352
2	221	2013-12-01/08:00:00	8	3.3380
2	221	2013-12-01/09:00:00	9	0.6797
2	221	2013-12-01/10:10:00	10	1.3344
2	221	2013-12-01/11:30:00	11	0.7521
2	221	2013-12-01/12:10:00	12	1.0159
2	221	2013-12-01/13:40:00	13	1.2691
2	221	2013-12-01/14:10:00	14	7.8214
2	221	2013-12-01/15:00:00	15	3.8831
2	221	2013-12-01/16:00:00	16	9.1720
2	221	2013-12-01/17:00:00	17	0.0671
2	226	2013-12-01/02:40:00	2	1.1250
2	226	2013-12-01/04:20:00	4	0.3580
2	226	2013-12-01/10:40:00	10	0.1821
2	226	2013-12-01/11:40:00	11	0.1821
2	226	2013-12-01/13:40:00	13	0.1821
2	226	2013-12-01/15:20:00	15	0.1821
2	229	2013-12-01/03:30:00	3	0.0566
2	233	2013-12-01/01:50:00	1	0.0223
2	233	2013-12-01/07:50:00	7	0.4650
2	233	2013-12-01/13:40:00	13	0.0801
2	233	2013-12-01/14:10:00	14	0.1564
2	233	2013-12-01/15:00:00	15	0.3867
2	233	2013-12-01/17:50:00	17	0.2670
2	234	2013-12-01/03:10:00	3	1.9024
2	234	2013-12-01/05:10:00	5	0.8687
2	234	2013-12-01/07:20:00	7	1.7727
2	234	2013-12-01/08:00:00	8	0.0761
2	234	2013-12-01/09:30:00	9	0.0052
2	234	2013-12-01/10:00:00	10	0.0052
2	234	2013-12-01/12:00:00	12	0.9377
2	234	2013-12-01/13:00:00	13	0.0254
2	234	2013-12-01/14:50:00	14	1.9024
2	234	2013-12-01/15:20:00	15	0.8941
2	234	2013-12-01/16:40:00	16	0.0254
2	248	2013-12-01/04:10:00	4	0.8357
2	254	2013-12-01/10:30:00	10	0.1827
2	351	2013-11-30/18:10:00	18	1.0725
2	352	2013-12-01/05:30:00	5	1.0122
2	352	2013-12-01/07:30:00	7	1.3797
2	353	2013-12-01/03:50:00	3	0.1085
2	353	2013-12-01/12:10:00	12	0.6953
2	353	2013-12-01/13:30:00	13	0.0691
2	355	2013-12-01/02:00:00	2	0.8963
2	355	2013-12-01/03:00:00	3	2.7338
2	355	2013-12-01/04:10:00	4	9.5000
2	355	2013-12-01/05:00:00	5	6.6923
2	355	2013-12-01/06:00:00	6	2.8040
2	355	2013-12-01/07:10:00	7	3.1818
2	355	2013-12-01/08:00:00	8	2.3783
2	355	2013-12-01/09:00:00	9	2.4011
2	355	2013-12-01/10:00:00	10	0.2793
2	355	2013-12-01/11:00:00	11	6.3247
2	355	2013-12-01/12:00:00	12	4.1639
2	355	2013-12-01/13:00:00	13	9.4616
2	355	2013-12-01/14:00:00	14	2.6093
2	355	2013-12-01/15:40:00	15	4.3278
2	355	2013-12-01/16:00:00	16	4.6322
2	356	2013-12-01/11:10:00	11	1.1083
2	357	2013-12-01/04:50:00	4	1.4843
2	357	2013-12-01/05:20:00	5	2.9911
2	358	2013-12-01/02:30:00	2	0.0154
2	358	2013-12-01/08:40:00	8	0.1944
2	358	2013-12-01/16:20:00	16	2.9374
2	358	2013-12-01/17:40:00	17	0.0006
2	359	2013-12-01/05:40:00	5	0.4699
2	359	2013-12-01/06:10:00	6	0.0471
2	359	2013-12-01/07:20:00	7	0.1412
2	359	2013-12-01/09:00:00	9	0.0870
2	359	2013-12-01/11:00:00	11	0.4699
2	359	2013-12-01/12:30:00	12	0.0889
2	359	2013-12-01/13:30:00	13	0.4699
2	359	2013-12-01/14:10:00	14	3.1140
2	370	2013-12-01/08:10:00	8	0.2480
2	371	2013-12-01/04:10:00	4	0.9910
2	373	2013-11-30/18:30:00	18	1.1476
2	373	2013-12-01/02:30:00	2	2.1509
2	373	2013-12-01/03:00:00	3	3.1957
2	373	2013-12-01/04:00:00	4	1.1357
2	373	2013-12-01/05:10:00	5	2.6376
2	373	2013-12-01/06:10:00	6	0.9504
2	373	2013-12-01/07:00:00	7	2.2254
2	373	2013-12-01/08:00:00	8	1.0594
2	373	2013-12-01/09:20:00	9	1.4531
2	373	2013-12-01/10:00:00	10	5.4458
2	373	2013-12-01/11:30:00	11	4.8592
2	373	2013-12-01/12:00:00	12	7.3747
2	373	2013-12-01/13:00:00	13	8.9823
2	373	2013-12-01/14:00:00	14	1.2561
2	373	2013-12-01/15:00:00	15	1.1713
2	377	2013-12-01/04:00:00	4	0.4861
2	377	2013-12-01/06:20:00	6	1.6746
2	377	2013-12-01/07:00:00	7	0.9938
2	377	2013-12-01/09:20:00	9	0.9998
2	377	2013-12-01/12:00:00	12	0.6953
2	377	2013-12-01/13:10:00	13	0.5027
2	377	2013-12-01/14:50:00	14	0.5033
2	377	2013-12-01/15:40:00	15	1.1980
2	380	2013-11-30/20:20:00	20	0.5027
2	380	2013-11-30/21:20:00	21	0.8580
2	380	2013-12-01/01:00:00	1	2.7746
2	380	2013-12-01/02:00:00	2	5.5746
2	380	2013-12-01/03:00:00	3	16.2600
2	380	2013-12-01/04:00:00	4	15.9855
2	380	2013-12-01/05:00:00	5	7.0487
2	380	2013-12-01/06:00:00	6	11.3648
2	380	2013-12-01/07:00:00	7	13.2248
2	380	2013-12-01/08:10:00	8	10.8035
2	380	2013-12-01/09:00:00	9	14.6006
2	380	2013-12-01/10:00:00	10	12.4839
2	380	2013-12-01/11:00:00	11	14.5447
2	380	2013-12-01/12:00:00	12	7.7380
2	380	2013-12-01/13:00:00	13	15.5903
2	380	2013-12-01/14:00:00	14	7.0988
2	380	2013-12-01/15:00:00	15	1.6956
2	381	2013-12-01/03:00:00	3	0.2642
2	381	2013-12-01/06:20:00	6	0.0246
2	381	2013-12-01/07:20:00	7	0.6990
2	381	2013-12-01/08:50:00	8	0.6990
2	381	2013-12-01/09:40:00	9	0.5146
2	381	2013-12-01/10:30:00	10	0.0216
2	381	2013-12-01/12:30:00	12	0.6743
2	381	2013-12-01/13:20:00	13	0.1804
2	381	2013-12-01/14:30:00	14	0.3675
2	381	2013-12-01/15:40:00	15	0.6521
2	381	2013-12-01/16:20:00	16	2.0970
2	385	2013-12-01/03:10:00	3	0.0712
2	385	2013-12-01/04:30:00	4	1.1544
2	385	2013-12-01/05:20:00	5	2.8845
2	385	2013-12-01/06:40:00	6	0.2457
2	385	2013-12-01/07:20:00	7	0.8717
2	385	2013-12-01/08:00:00	8	2.2370
2	385	2013-12-01/09:00:00	9	2.4549
2	385	2013-12-01/10:20:00	10	0.2351
2	385	2013-12-01/11:00:00	11	0.7506
2	385	2013-12-01/12:40:00	12	0.4141
2	385	2013-12-01/13:00:00	13	0.0199
2	385	2013-12-01/15:10:00	15	0.0418
2	385	2013-12-01/17:00:00	17	0.5432
2	386	2013-11-30/19:40:00	19	0.0006
2	386	2013-12-01/04:00:00	4	0.0098
2	386	2013-12-01/05:00:00	5	2.9890
2	386	2013-12-01/06:40:00	6	0.3580
2	386	2013-12-01/09:40:00	9	1.6357
2	386	2013-12-01/10:50:00	10	1.1481
2	386	2013-12-01/11:10:00	11	2.5873
2	386	2013-12-01/12:20:00	12	0.0566
2	386	2013-12-01/14:00:00	14	1.2927
2	386	2013-12-01/15:30:00	15	0.0691
2	386	2013-12-01/16:30:00	16	0.0006
2	387	2013-12-01/01:30:00	1	1.4531
2	387	2013-12-01/04:00:00	4	0.3424
2	387	2013-12-01/05:20:00	5	2.0366
2	387	2013-12-01/06:10:00	6	0.5432
2	387	2013-12-01/07:40:00	7	0.0924
2	387	2013-12-01/10:10:00	10	0.6269
2	387	2013-12-01/11:20:00	11	2.2933
2	387	2013-12-01/12:40:00	12	0.0678
2	389	2013-12-01/03:10:00	3	3.9617
2	389	2013-12-01/04:10:00	4	3.2630
2	389	2013-12-01/05:10:00	5	2.8548
2	389	2013-12-01/06:00:00	6	2.1034
2	389	2013-12-01/07:20:00	7	0.3022
2	389	2013-12-01/08:00:00	8	1.9289
2	389	2013-12-01/09:20:00	9	0.4220
2	389	2013-12-01/10:10:00	10	0.7418
2	389	2013-12-01/13:50:00	13	0.9649
2	389	2013-12-01/14:30:00	14	0.0052
2	389	2013-12-01/15:10:00	15	2.7165
2	389	2013-12-01/16:30:00	16	1.1345
2	420	2013-11-30/18:10:00	18	0.0250
2	420	2013-12-01/02:00:00	2	0.1666
2	420	2013-12-01/03:20:00	3	0.9690
2	420	2013-12-01/04:00:00	4	1.1518
2	420	2013-12-01/05:00:00	5	1.3728
2	420	2013-12-01/06:00:00	6	1.1398
2	420	2013-12-01/07:10:00	7	0.0263
2	420	2013-12-01/08:20:00	8	1.7330
2	420	2013-12-01/09:10:00	9	0.8173
2	420	2013-12-01/10:00:00	10	3.1430
2	420	2013-12-01/12:00:00	12	0.1050
2	420	2013-12-01/13:10:00	13	1.1069
2	420	2013-12-01/14:00:00	14	0.1390
2	420	2013-12-01/15:00:00	15	1.7099
2	421	2013-11-30/18:00:00	18	0.0119
2	421	2013-12-01/03:40:00	3	0.5750
2	421	2013-12-01/04:00:00	4	2.3695
2	421	2013-12-01/05:00:00	5	1.4276
2	421	2013-12-01/06:20:00	6	0.0576
2	421	2013-12-01/07:00:00	7	0.8777
2	421	2013-12-01/08:10:00	8	1.4064
2	421	2013-12-01/09:10:00	9	2.5669
2	421	2013-12-01/10:00:00	10	2.0793
2	421	2013-12-01/11:00:00	11	3.0459
2	421	2013-12-01/12:00:00	12	0.7892
2	421	2013-12-01/13:20:00	13	0.5896
2	421	2013-12-01/14:10:00	14	0.0524
2	421	2013-12-01/15:10:00	15	1.4601
2	423	2013-12-01/11:10:00	11	0.8577
2	507	2013-11-30/21:20:00	21	1.8251
2	591	2013-12-01/07:20:00	7	0.7932
2	591	2013-12-01/14:10:00	14	2.3220
2	591	2013-12-01/15:00:00	15	4.4362
2	593	2013-12-01/01:20:00	1	0.0154
2	593	2013-12-01/03:20:00	3	0.3372
